id,code,name,dish_type,cooking_method,description,instructions,tags,ingredients_json,is_active
,DISH-SOU-045,Canh rau nhút thịt bằm,soup,soup,"Canh rau nhút nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Rau nhút"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-046,Canh rau nhút tôm,soup,soup,"Canh rau nhút nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Rau nhút"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-047,Canh bạc hà dọc mùng thịt bằm,soup,soup,"Canh bạc hà dọc mùng nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bạc hà dọc mùng"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-048,Canh bạc hà dọc mùng tôm,soup,soup,"Canh bạc hà dọc mùng nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bạc hà dọc mùng"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-049,Canh bông súng thịt bằm,soup,soup,"Canh bông súng nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bông súng"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-050,Canh bông súng tôm,soup,soup,"Canh bông súng nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bông súng"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-051,Canh bông điên điển thịt bằm,soup,soup,"Canh bông điên điển nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bông điên điển"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-052,Canh bông điên điển tôm,soup,soup,"Canh bông điên điển nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bông điên điển"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-053,Canh bông thiên lý thịt bằm,soup,soup,"Canh bông thiên lý nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bông thiên lý"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-054,Canh bông thiên lý tôm,soup,soup,"Canh bông thiên lý nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bông thiên lý"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-055,Canh bắp chuối thịt bằm,soup,soup,"Canh bắp chuối nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bắp chuối"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-056,Canh bắp chuối tôm,soup,soup,"Canh bắp chuối nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bắp chuối"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-057,Canh củ sen thịt bằm,soup,soup,"Canh củ sen nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ sen"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-058,Canh củ sen tôm,soup,soup,"Canh củ sen nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ sen"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-059,Canh củ cải trắng thịt bằm,soup,soup,"Canh củ cải trắng nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ cải trắng"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-060,Canh củ cải trắng tôm,soup,soup,"Canh củ cải trắng nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ cải trắng"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-061,Canh củ dền thịt bằm,soup,soup,"Canh củ dền nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ dền"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-062,Canh củ dền tôm,soup,soup,"Canh củ dền nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ dền"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-063,Canh củ năng thịt bằm,soup,soup,"Canh củ năng nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ năng"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-064,Canh củ năng tôm,soup,soup,"Canh củ năng nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ năng"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-065,Canh củ sắn thịt bằm,soup,soup,"Canh củ sắn nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ sắn"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-066,Canh củ sắn tôm,soup,soup,"Canh củ sắn nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ sắn"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-067,Canh củ hủ dừa thịt bằm,soup,soup,"Canh củ hủ dừa nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ hủ dừa"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-068,Canh củ hủ dừa tôm,soup,soup,"Canh củ hủ dừa nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Củ hủ dừa"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-069,Canh bí hồ lô thịt bằm,soup,soup,"Canh bí hồ lô nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bí hồ lô"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-070,Canh bí hồ lô tôm,soup,soup,"Canh bí hồ lô nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Bí hồ lô"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-071,Canh măng tây thịt bằm,soup,soup,"Canh măng tây nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Măng tây"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-072,Canh măng tây tôm,soup,soup,"Canh măng tây nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Măng tây"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-073,Canh măng tre thịt bằm,soup,soup,"Canh măng tre nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Măng tre"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-074,Canh măng tre tôm,soup,soup,"Canh măng tre nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Măng tre"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-075,Canh măng chua thịt bằm,soup,soup,"Canh măng chua nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Măng chua"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-076,Canh măng chua tôm,soup,soup,"Canh măng chua nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Măng chua"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-077,Canh nấm kim châm thịt bằm,soup,soup,"Canh nấm kim châm nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm kim châm"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-078,Canh nấm kim châm tôm,soup,soup,"Canh nấm kim châm nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm kim châm"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-079,Canh nấm mèo thịt bằm,soup,soup,"Canh nấm mèo nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm mèo"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-080,Canh nấm mèo tôm,soup,soup,"Canh nấm mèo nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm mèo"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-081,Canh nấm đùi gà thịt bằm,soup,soup,"Canh nấm đùi gà nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm đùi gà"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-082,Canh nấm đùi gà tôm,soup,soup,"Canh nấm đùi gà nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm đùi gà"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-083,Canh nấm mối thịt bằm,soup,soup,"Canh nấm mối nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm mối"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-084,Canh nấm mối tôm,soup,soup,"Canh nấm mối nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm mối"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-085,Canh nấm tràm thịt bằm,soup,soup,"Canh nấm tràm nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm tràm"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-086,Canh nấm tràm tôm,soup,soup,"Canh nấm tràm nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Nấm tràm"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-087,Canh cà chua bi thịt bằm,soup,soup,"Canh cà chua bi nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Cà chua bi"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-088,Canh cà chua bi tôm,soup,soup,"Canh cà chua bi nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Cà chua bi"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-089,Canh cà chua xanh thịt bằm,soup,soup,"Canh cà chua xanh nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Cà chua xanh"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-090,Canh cà chua xanh tôm,soup,soup,"Canh cà chua xanh nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Cà chua xanh"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-091,Canh cải kale thịt bằm,soup,soup,"Canh cải kale nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Cải kale"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-092,Canh cải kale tôm,soup,soup,"Canh cải kale nấu tôm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Cải kale"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-093,Canh cải xoong thịt bằm,soup,soup,"Canh cải xoong nấu thịt bằm, thanh nhẹ cho bữa cơm.","Đun nước, cho nguyên liệu đạm vào nấu chín, thêm rau củ, nêm vừa ăn rồi tắt bếp khi rau vừa mềm.","canh, Việt Nam, nhiều rau","[{""name"":""Cải xoong"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":55,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":350,""unit"":""ml""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
